Source,Target,Type,id,label,timeset,weight,text
papyrologus,harvard_press,Directed,4873,,,2.0,What does this Medea ebook cost? #prepanel #aiascs
opietasanimi,harvard_press,Directed,4874,,,1.0,"Well, hello there @Harvard_Press #aiascs https://t.co/a1qooK6b98"
diyclassics,harvard_press,Directed,4875,,,1.0,RT @Harvard_Press: In Toronto for #aiascs? We'd love to see you at booth 101! @archaeology_aia @scsclassics
mxmcadam,harvard_press,Directed,4876,,,1.0,RT @Harvard_Press: In Toronto for #aiascs? We'd love to see you at booth 101! @archaeology_aia @scsclassics
rogueclassicist,hashtagoras,Directed,4877,,,16.0,RT @hashtagoras: This looks like one not to miss at #aiascs today: the impact of immigration on classical studies in north america https://…
davidpwhittle,hashtagoras,Directed,4878,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
mxmcadam,hashtagoras,Directed,4879,,,3.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
aindustrialarch,hashtagoras,Directed,4880,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
frantasticx,hashtagoras,Directed,4881,,,4.0,Bronze Age objects in EIA graves conveyed exclusive connection to the past - Crowe #aiascs
archaeology_aia,hashtagoras,Directed,4882,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
kelseymuseum,hashtagoras,Directed,4883,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
opietasanimi,hashtagoras,Directed,4884,,,7.0,more on the ham theme @hashtagoras #aiascs #prosciuttopanels
ryanmhorne,hashtagoras,Directed,4885,,,4.0,"Good audience question about infrastructure; From experience, lots of great projects but hard to support them. #aiascs #ancmakers"
wfdibble,hashtagoras,Directed,4886,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
mackles01,hashtagoras,Directed,4887,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
am_christensen,hashtagoras,Directed,4888,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
skyejamie,hashtagoras,Directed,4889,,,2.0,RT @hashtagoras: This looks like one not to miss at #aiascs today: the impact of immigration on classical studies in north america https://…
pompei79,hashtagoras,Directed,4890,,,3.0,@hashtagoras happened to me today #daymade #aiascs
lizcoops,hashtagoras,Directed,4891,,,1.0,Really great mixture of social justice warriors here - lots of action and plans of action for combining volunteering and academia #aiascs
zoe_mm,hashtagoras,Directed,4892,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
fw_medieval,hashtagoras,Directed,4893,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
magistrakiernan,hashtagoras,Directed,4894,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
scsclassics,hashtagoras,Directed,4895,,,1.0,"RT @hashtagoras: Hey if you hear a paper that you like, go up and tell the speaker afterward—you could make their day! #aiascs"
meddiss,hashtagoras,Directed,4896,,,1.0,RT @hashtagoras: This looks like one not to miss at #aiascs today: the impact of immigration on classical studies in north america https://…
lislanna,hashtagoras,Directed,4897,,,2.0,"Richlin: still care abt the low ppl in our society, want ppl to see the connections btw rape, slavery, treatment of children. #s29 #aiascs"
peregrinekiwi,hashtagoras,Directed,4898,,,1.0,RT @hashtagoras: This looks like one not to miss at #aiascs today: the impact of immigration on classical studies in north america https://…
perseidsproject,hashtagoras,Directed,4899,,,1.0,"Beasley raises issues of gaps, controversies, model bloat. Demonstrates importance of the humanist in the digital...  #aiascs #ancmakers"
jaredsimard,hashtagoras,Directed,4900,,,2.0,Major: great place to start for Greek + STEM take a look at Georgia Irby's article coming out in Teaching Classical Languages #s31 #aiascs
carolinewazer,hashtagoras,Directed,4901,,,1.0,When your entire Twitter feed is at the same #aiascs panel... https://t.co/g2ocWikefs
soraaadworkshop,hashtagoras,Directed,4902,,,1.0,"RT @scsclassics: @hashtagoras #AIASCS. Blog piece forthcoming abt livetweet etiquette, we'll re-retweet smthng @SarahEBond sent as meeting…"
johannahan,hashtagoras,Directed,4903,,,1.0,"Here's (kind of) a boardgame for the #aiascs: @hashtagoras, consider yourself challenged! https://t.co/ozhRWjqEUG"
paregorios,hashtagoras,Directed,4904,,,2.0,"Lobby cafe blasting Van Halen's ""Jump."" #aiascs theme?"
bookmobility,hashtagoras,Directed,4905,,,1.0,"RT @hashtagoras: This is a lousy time of year for like 95% of people headed to the #AIASCS. If you'll be there on the job market, let me ge…"
logeiongklat,hashtagoras,Directed,4906,,,1.0,@hashtagoras you should see how many people flock to free drinks. But my burning question re:#aiascs really is: are we gonna have free wifi?
lizgloyn,hashtagoras,Directed,4907,,,1.0,"RT @hashtagoras: This is a lousy time of year for like 95% of people headed to the #AIASCS. If you'll be there on the job market, let me ge…"
livyaugusta,hashtagoras,Directed,4908,,,1.0,Rereading my old fave for #AIASCS! 1st trip across Atlantic &amp; 2nd (!) intl conf. Already feeling looked after by bo… https://t.co/0EnBymBas1
sarahebond,hashtagoras,Directed,4909,,,1.0,"RT @hashtagoras: This is a lousy time of year for like 95% of people headed to the #AIASCS. If you'll be there on the job market, let me ge…"
diyclassics,hashtagoras,Directed,4910,,,2.0,RT @hashtagoras: Any takers for an #AIASCS twitter meetup? (Or is attempting such planning pure folly...)
dorothyking,hashtagoras,Directed,4911,,,1.0,RT @hashtagoras: Any takers for an #AIASCS twitter meetup? (Or is attempting such planning pure folly...)
chc_classics,hcmid,Directed,4912,,,1.0,"Melody Wauke (@holy_cross '17) &amp; Brian Clark '15 (@B_rClark) of @HCMID are representative ""hoplites"" of the #Homer… https://t.co/rk37dg2t7F"
rogueclassicist,hellenicstudies,Directed,4913,,,1.0,RT @HellenicStudies: Come and visit us at Booths 126 &amp;127 #aiascs
opietasanimi,hellenicstudies,Directed,4914,,,1.0,Looks like I'm going to be involved as a communications officer for the Social Justice group #aiascs
mxmcadam,hellenicstudies,Directed,4915,,,1.0,RT @HellenicStudies: Come and visit us at Booths 126 &amp;127 #aiascs
intrinsecus,historyscoper,Directed,4916,,,1.0,The latest The Intrinsecus Daily! https://t.co/BrNr3Hl5Wn Thanks to @PrimitiveMethod @MApostaticus @historyscoper #islamwatch #aiascs
rogueclassicist,hockeyhallfame,Directed,4917,,,1.0,RT @jstpwalsh: Boustrophedon sweater at @HockeyHallFame #aiascs https://t.co/EOeonrTcHe
classicslib,hockeyhallfame,Directed,4918,,,1.0,RT @jstpwalsh: Boustrophedon sweater at @HockeyHallFame #aiascs https://t.co/EOeonrTcHe
peripatesis,hockeyhallfame,Directed,4919,,,2.0,"5 a.m. is just too early, #aiascs."
jstpwalsh,hockeyhallfame,Directed,4920,,,2.0,Boustrophedon sweater at @HockeyHallFame #aiascs https://t.co/EOeonrTcHe
carolinewazer,hockeyhallfame,Directed,4921,,,1.0,"Love you, #aiascs, but ""mixing business with torture"" is so spot-on. https://t.co/gY8MqvJefB"
canadian_errant,hockeyhallfame,Directed,4922,,,1.0,if anybody is at #AIASCS and needs an emergency homecooked meal- let me know. Ashley and I are in Mississauga and we can help you out.
timjoseph1843,holycrosscrec,Directed,4923,,,1.0,RT @CHC_Classics: Important piece by Eric Adler. Click below for video of his 10/20 talk on this theme at @holycrosscrec (#aiascs): https:/…
hazlett92,holycrosscrec,Directed,4924,,,1.0,RT @CHC_Classics: Important piece by Eric Adler. Click below for video of his 10/20 talk on this theme at @holycrosscrec (#aiascs): https:/…
eidolon_journal,holycrosscrec,Directed,4925,,,1.0,RT @CHC_Classics: Important piece by Eric Adler. Click below for video of his 10/20 talk on this theme at @holycrosscrec (#aiascs): https:/…
chc_classics,holycrosscrec,Directed,4926,,,2.0,Important piece by Eric Adler. Click below for video of his 10/20 talk on this theme at @holycrosscrec (#aiascs):… https://t.co/70xPsxs5Hx
wileyhistory,icsdirector,Directed,4927,,,4.0,FREE – read BICS virtual issue on Law and Law Courts in Ancient Greece: https://t.co/cw3d2qrPg0 #AIASCS @IcsDirector #classics
opietasanimi,icsdirector,Directed,4928,,,2.0,an issue with Philodemus translation is that the textual readings are really in flux a lot #aiascs #s39
nausicaa_ulysse,icsdirector,Directed,4929,,,1.0,RT @WileyHistory: FREE – read BICS virtual issue on Law and Law Courts in Ancient Greece: https://t.co/VRVNrVO6sO #AIASCS @IcsDirector #cla…
pompeiana79,icsdirector,Directed,4930,,,1.0,Little more work this am before the flight to Toronto and the #aiascs 2017! Half of West Mass Classics faculty on t… https://t.co/rlkp8bUmzZ
alammohammed7,iipccanada,Directed,4931,,,1.0,"@mohammadshaikh_ Don't Miss!#WhatQuranSaysAbout #inspirational lecture of #MohammadShaikh @iipccanada #leader in educating #Quran 
#aiascs"
frantasticx,indy,Directed,4932,,,1.0,RT @LuciaNixon: Storming paper by Sarah Parcak this am which all by itself made the #aiascs worthwhile.  Try https://t.co/vmlQuDIvwQ! @indy…
archaeology_aia,indyfromspace,Directed,4933,,,1.0,RT @indyfromspace: Look who I found at #aiascs @pompei79 amazing!!! @archaeology_aia https://t.co/I6M6R6O2y2
dariusaryadigs,indyfromspace,Directed,4934,,,1.0,RT @indyfromspace: Look who I found at #aiascs @pompei79 amazing!!! @archaeology_aia https://t.co/I6M6R6O2y2
rogueclassicist,indyfromspace,Directed,4935,,,2.0,"RT @paregorios: Demo of forthcoming ""Global Explorer"" website by @indyfromspace #aiascs"
lucianixon,indyfromspace,Directed,4936,,,1.0,Storming paper by Sarah Parcak this am which all by itself made the #aiascs worthwhile.  Try https://t.co/vmlQuDIvwQ! @indyfromspace
aeroweld,indyfromspace,Directed,4937,,,1.0,RT @indyfromspace: Seriously geeking out about Prof Easton's amazing #aiascs paper. Extraordinary work+results. It's exactly what I do but…
opietasanimi,indyfromspace,Directed,4938,,,4.0,"Dr. Cora Angier Sowa stands up; PhD from 1967, obstacles of glass ceiling, classical blog: https://t.co/W6Q1OvV7pK #s4 #aiascs"
classicsrhul,indyfromspace,Directed,4939,,,1.0,RT @indyfromspace: Seriously geeking out about Prof Easton's amazing #aiascs paper. Extraordinary work+results. It's exactly what I do but…
lizgloyn,indyfromspace,Directed,4940,,,1.0,RT @indyfromspace: Seriously geeking out about Prof Easton's amazing #aiascs paper. Extraordinary work+results. It's exactly what I do but…
indyfromspace,indyfromspace,Directed,4941,,,3.0,Seriously geeking out about Prof Easton's amazing #aiascs paper. Extraordinary work+results. It's exactly what I do… https://t.co/oWp9VITEN1
frantasticx,indyfromspace,Directed,4942,,,3.0,All can help map &amp; monitor ancient sites across the world with satellite imagery - @indyfromspace announcing #GlobalXplorer launch #aiascs
jstpwalsh,indyfromspace,Directed,4943,,,1.0,".@indyfromspace unveiling crowdsourcing project Global Explorer. Users progress through levels; top level is ""space archaeologist"" #aiascs"
lizcoops,indyfromspace,Directed,4944,,,4.0,Bruckel: Phaedra and Dido's stylised entrances and retreats back to their beds; Virgil invoking Euripides #s7 #aiascs
paregorios,indyfromspace,Directed,4945,,,3.0,"Demo of forthcoming ""Global Explorer"" website by @indyfromspace #aiascs"
peregrinekiwi,indyfromspace,Directed,4946,,,1.0,@paregorios which session is this? I didn't know @indyfromspace was going to be here! #aiascs
meddiss,indyfromspace,Directed,4947,,,1.0,#AIASCS how about a coat check next year for those who aren't staying at the conference hotel?
jaredsimard,indyfromspace,Directed,4948,,,2.0,"Roberta Stewart: ""Homer opens people up."" #outreach #aiascs"
sevensseed,indyfromspace,Directed,4949,,,2.0,R. Stewart: reading (not teaching) Homer w/vets &amp; asking ?s not needing expertise splits Classics from ivory-tower stereotypes. #4 #aiascs
papyrologus,indyfromspace,Directed,4950,,,1.0,"Edict on Max Prices as a moral hortatory law, a phenomenon of the 3rd-4th cents  #aiascs"
harrybulzonya,indyfromspace,Directed,4951,,,1.0,RT @indyfromspace: Dog the Bounty Hunter is on my Toronto flight across from me #aiascs is off to an amazing start. Photo forthcoming.
grumpyyetamusin,indyfromspace,Directed,4952,,,1.0,"RT @indyfromspace: Toronto-bound for @archaeology_aia #aiascs 2017! Excited to give talk in plenary session. Watch for refs to Avengers, In…"
johannahan,ingerkuin,Directed,4953,,,1.0,RT @IngerKuin: Teaching history seems more important than ever. Is it &amp; how should we do it? Join our round table #aiascs on 1/7 https://t.…
duclassicspgr,ingerkuin,Directed,4954,,,1.0,RT @IngerKuin: Teaching history seems more important than ever. Is it &amp; how should we do it? Join our round table #aiascs on 1/7 https://t.…
villaceque51,ingerkuin,Directed,4955,,,1.0,RT @IngerKuin: Teaching history seems more important than ever. Is it &amp; how should we do it? Join our round table #aiascs on 1/7 https://t.…
rogueclassicist,ingerkuin,Directed,4956,,,1.0,RT @IngerKuin: Teaching history seems more important than ever. Is it &amp; how should we do it? Join our round table #aiascs on 1/7 https://t.…
diyclassics,ingerkuin,Directed,4957,,,1.0,RT @IngerKuin: Teaching history seems more important than ever. Is it &amp; how should we do it? Join our round table #aiascs on 1/7 https://t.…
jaoreror,inrap,Directed,4958,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
matthewlloyd85,inrap,Directed,4959,,,1.0,Pottery from Sanctuaries: What can it tell us? Can it tell us things? Let's find out! #aiascs
jivecambridge,inrap,Directed,4960,,,2.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
rogueclassicist,inrap,Directed,4961,,,3.0,AGP: house of the stags has a lot of stag graffiti ... omen nomen? #aiascs #AncMakers
cneness,inrap,Directed,4962,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
opuspaulicium,inrap,Directed,4963,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
henon21197498,inrap,Directed,4964,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
vincent_mourre,inrap,Directed,4965,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
lislanna,inrap,Directed,4966,,,4.0,Systematic denial in scholarship of Phoenician agency in forming Mediterranean trade. - López-Ruiz #s20 #aiascs
opietasanimi,inrap,Directed,4967,,,10.0,the term 'Orientalizing' has minimized the active role that Phoenicians had in development in mediterranean - López-Ruiz #s20 #aiascs
bioarchitalia,inrap,Directed,4968,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
peregrinekiwi,inrap,Directed,4969,,,6.0,Now moving on to how to involve non-majors in translation classes in the process. #s24 #aiascs
jaredsimard,inrap,Directed,4970,,,3.0,Next: Grant Parker #ClassicsMustFall? #s20 #aiascs
_bonnefoya,inrap,Directed,4971,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
lizcoops,inrap,Directed,4972,,,2.0,"Goyette ""lacerae domus... artus"" -&gt; dismemberment of children; in Ep. Mor. ""membra sumus corporis magni"" -&gt;far-reaching effects #s19 #aiascs"
s_bachmeyer,inrap,Directed,4973,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
garciadinrap,inrap,Directed,4974,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
inrap,inrap,Directed,4975,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
realtalkscs,inrap,Directed,4976,,,1.0,"With only one Cicero panel, not sure who is supposed to be our comedic whipping boy at the #aiascs this year"
worldarchaeo,inrap,Directed,4977,,,2.0,CWA at the AIA Annual Meeting in Toronto! #archaeology #AIASCS https://t.co/4WvNE8Hkpa
salegend17,inrap,Directed,4978,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
antiquityj,inrap,Directed,4979,,,3.0,"Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap… https://t.co/9Hj1NIiiFt"
diyclassics,iota_subscript,Directed,4980,,,3.0,RT @iota_subscript: And #aiascs starts with Chihuly at the ROM #ChihulyTO https://t.co/niX9zRPQVZ
utexaspress,iota_subscript,Directed,4981,,,1.0,Steve Bourget on uniting iconography with archaeology to better understanding Moche power structures… https://t.co/c6wPItBjsL
papyrologus,isawnyu,Directed,4982,,,4.0,"RT @sohnyrin: Rally enjoyed the #ancmakers workshop at #aiascs, great to see @isawnyu ppl again and get the chance to meet @BridgetAlmas an…"
sohnyrin,isawnyu,Directed,4983,,,2.0,"Rally enjoyed the #ancmakers workshop at #aiascs, great to see @isawnyu ppl again and get the chance to meet @BridgetAlmas and Beaulieu"
diyclassics,isawnyu,Directed,4984,,,4.0,RT @George_Tsolakis: @sebhth @isawnyu #aiascs https://t.co/bZjKi8mohS
george_tsolakis,isawnyu,Directed,4985,,,3.0,@sebhth @isawnyu #aiascs https://t.co/bZjKi8mohS
jaredsimard,isawnyu,Directed,4986,,,2.0,Heath argues that even deep references in digital publications is possible with basic interfaces and patterns of linking #prespanel #aiascs
rogueclassicist,isawnyu,Directed,4987,,,1.0,RT @sebhth: In my #AIASCS talk I’ll highlight  tweetable links to @ISAWNYU digital pubs by showing screen capture of this tweet: https://t.…
bioarcholivia,isawnyu,Directed,4988,,,2.0,"Prowse: Only 9% of Roman Vagnari are non-local, while 35% from Iron Age were non-local. #foodhealthmobilityinthepast #aiascs"
lizcoops,isawnyu,Directed,4989,,,4.0,Hu: Ajax's (lack of) suitability as successor --&gt; anxiety of having Achilles-like hero after Trojan War: need for adaptation #s7 #aiascs
chrismologos,isawnyu,Directed,4990,,,2.0,"""it isn't as though Ancient History is lacking a part in the #aiascs"" - Andrew Gallia on ending of the Committee for Ancient History"
opietasanimi,isawnyu,Directed,4991,,,8.0,"1870 majority of occupations were farmers + labourers; by 2009, shift away from strenuous labour + towards education - Francese #s4 #aiascs"
sebhth,isawnyu,Directed,4992,,,11.0,In my #AIASCS talk I’ll highlight  tweetable links to @ISAWNYU digital pubs by showing screen capture of this tweet: https://t.co/YBrIGWdYcM
meddiss,isawnyu,Directed,4993,,,1.0,Everyone in town for #AIASCS - welcome to Toronto! Hope you all enjoy my beautiful city. Maybe we will cross paths this weekend! :)
bones_canada,isawnyu,Directed,4994,,,1.0,Need a little guidance at the #TorontoAIA ? Keep your eyes open for us volunteers and we'll do our best to help you… https://t.co/F24n3CuEcG
frantasticx,isawnyu,Directed,4995,,,1.0,RT @isawnyu: Check our Blog for the schedule of ISAW participants at #AIASCS 2017. Everyone stay warm in Toronto! https://t.co/2Lj5duKREE
tissiontisis,isawnyu,Directed,4996,,,1.0,Looking forward to the next #aiascs joint meeting https://t.co/7r66jerNY7
keangarc,isawnyu,Directed,4997,,,1.0,Good reminder to be critical about our community and our field's inclusiveness as classicists head to Toronto for… https://t.co/xjCBv6MB5R
paregorios,isawnyu,Directed,4998,,,1.0,"RT @diyclassics: Rundown of #AIASCS panels, papers &amp; workshops featuring members of the @ISAWNYU community—https://t.co/g1vzPP9SpX"
peregrinekiwi,isawnyu,Directed,4999,,,1.0,"Between holidays and #AIASCS, today is my last chance to use the campus library before classes start. I might need a trolley."
j_f_archaeology,j_f_archaeology,Directed,5000,,,1.0,@LookingAtDirt here for @J_F_Archaeology at #aiascs excited to see what's new in archaeology!
jaredsimard,j_f_archaeology,Directed,5001,,,4.0,"content, community, conversation #r2 #aiascs"
wileyhistory,j_f_archaeology,Directed,5002,,,1.0,"The roundtable has begun at table 5! Come hear about classical reception in Eastern Europe, #aiascs. https://t.co/ajB348q3j3"
opietasanimi,j_f_archaeology,Directed,5003,,,2.0,"Davy's sketches of the papyri, can see the works ""kōmik["" and ""lexis""; doesn't narrow down to much in Philodemus - Janko #aiascs #s39"
aclclassics,janebrinley,Directed,5004,,,1.0,"Congratulations to @JaneBrinley and @AndreaWeiskopf, Pre-collegiate Teaching Award recipients from #AIASCS https://t.co/qLTFjYtUWx"
peregrinekiwi,jaredsimard,Directed,5005,,,10.0,RT @JaredSimard: Bond: attribution to all who worked on digital projects so important. In agreement with Q/A audience #ancmakers #aiascs
shaynasheinfeld,jaredsimard,Directed,5006,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
drmjcwarren,jaredsimard,Directed,5007,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
papyrologus,jaredsimard,Directed,5008,,,7.0,RT @JaredSimard: Download data is not actual readership however.... #prespanel #aiascs
opietasanimi,jaredsimard,Directed,5009,,,15.0,"RT @JaredSimard: Do people really like reading things online for extended periods of time? A different, new problem?  #prespanel #aiascs"
jaredsimard,jaredsimard,Directed,5010,,,13.0,"Do people really like reading things online for extended periods of time? A different, new problem?  #prespanel #aiascs"
rogueclassicist,jaredsimard,Directed,5011,,,2.0,RT @JaredSimard: Schmidt discussing open access. Free only to the reader... ....  #prespanel #aiascs
diyclassics,jaredsimard,Directed,5012,,,8.0,Listening to F. MacIntosh on developing interactive ebooks for a performance archive of classical drama. #aiascs #prespanel
beldonstevens,jaredsimard,Directed,5013,,,1.0,@JaredSimard seeing some of Bearden's collages in Memphis remains a high point for me; under studied? #aiascs
lizcoops,jaredsimard,Directed,5014,,,6.0,B-S: could the human reliance on binary be to do with the fact that we simply can't sense as much of a spectrum as animals can? #aiascs #s19
lislanna,jaredsimard,Directed,5015,,,5.0,Parker: heritage is (always already?) creative. #s20 #aiascs
mrumiker,jaredsimard,Directed,5016,,,1.0,Professor Lauren Peterson of #UD with a great way to show the archaeological context of an ancient laundromat.… https://t.co/MC6psqTmty
dccomm,jaredsimard,Directed,5017,,,1.0,"RT @JaredSimard: @DCComm says that outreach, rather service, is part of one's duties in academia. Reach out to real poeple. #aiascs"
conorwhately,jaredsimard,Directed,5018,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
am_christensen,jaredsimard,Directed,5019,,,2.0,RT @JaredSimard: @Paideiainstitut will you share that data on placement? publish analysis? #outreach #aiascs
duclassicspgr,jaredsimard,Directed,5020,,,2.0,RT @JaredSimard: @Paideiainstitut will you share that data on placement? publish analysis? #outreach #aiascs
kaelinjewell,jaredsimard,Directed,5021,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
dcigdem,jaredsimard,Directed,5022,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
magisterb480,jaredsimard,Directed,5023,,,3.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
telemachus,jaredsimard,Directed,5024,,,1.0,RT @JaredSimard: @SarahEBond outreach should be political. Audience applause. #aiascs
paregorios,jaredsimard,Directed,5025,,,1.0,RT @JaredSimard: @SarahEBond Great resource page https://t.co/ZViuT3trz0 on teaching ancient geography #aiascs
clasuronjournal,jaredsimard,Directed,5026,,,1.0,RT @JaredSimard: @SarahEBond outreach should be political. Audience applause. #aiascs
yaleclassicslib,jaredsimard,Directed,5027,,,1.0,RT @JaredSimard: @SarahEBond and @M_S_Fontaine in conversation about how political to be. Was raised in Q/A as well.  #outreach #aiascs
paideiainstitut,jaredsimard,Directed,5028,,,4.0,RT @JaredSimard: #outreach panel do not miss out on @Paideiainstitut's Legion project as well! https://t.co/XdeujetEnP #aiascs
scaleup_rt,jaredsimard,Directed,5029,,,3.0,RT @JaredSimard: @M_S_Fontaine argues movies are one way to scale up #outreach. volunteer to be a talking head. #reception #aiascs
sarahebond,jaredsimard,Directed,5030,,,2.0,RT @JaredSimard: Liz Butterworth discussing @Paideiainstitut 's Aequora program https://t.co/PY6jUzbFar #outreach #aiascs
rogueclassicist,jd_phd,Directed,5031,,,10.0,RT @JD_PhD: Second talk and already behind schedule. 🙁 #aiascs
diffendale,jd_phd,Directed,5032,,,2.0,RT @JD_PhD: Those #Regia archival items at @AmAcademyRome. #aiascs https://t.co/vZrBGomk8n
akpavlick,jd_phd,Directed,5033,,,2.0,RT @JD_PhD: Frank Brown’s notebooks on the #Regia (in Italian!) scanned and available on line. #aiascs
j_f_archaeology,jd_phd,Directed,5034,,,1.0,"Botanical analyses at Mesorachi in Crete show the storage, heating, and grinding of wheat in different rooms… https://t.co/9ungKQ5ilm"
opietasanimi,jd_phd,Directed,5035,,,2.0,most classicists have passports giving them a freedom to organize conferences leaving out those w problematic status - Peralta #aiascs #s46
realtalkscs,jd_phd,Directed,5036,,,1.0,A ham sundial? We don't even need to tweet anymore; this shit writes itself #aiascs
diyclassics,jd_phd,Directed,5037,,,4.0,"Ancient MakerSpaces, 2:00pm
""Workshop: Perseids—Infrastructure for Research &amp; Collab."" B. Almas

More at https://t.co/NHIC4fqIs8

#aiascs"
jstpwalsh,jd_phd,Directed,5038,,,1.0,RT @JD_PhD: @jstpwalsh fewer pie charts with no N. #aiascs
sarahebond,jd_phd,Directed,5039,,,2.0,Headed to see @JD_PhD 'a poster as well as many others. Feel free to come down and take a look with me in the Osgood Ballroom. #aiascs
archaeologyto,jd_phd,Directed,5040,,,1.0,Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/JVYAfYzZe7
mokersel,jd_phd,Directed,5041,,,1.0,Daniels: what do academics do about safe havens? #aiascs
peregrinekiwi,jd_phd,Directed,5042,,,2.0,RT @JD_PhD: .@SarahEBond wants her data to be slutty. #aiascs
forcardassia,jd_phd,Directed,5043,,,1.0,"RT @M_S_Fontaine: Thoughts from @JD_PhD on the new @eidolon_journal about crisis &amp; culture wars in #Classics. #aiascs ""https://t.co/GqQJeS7…"
dccomm,jd_phd,Directed,5044,,,1.0,McManamon: it's amazing how informative a good digital file name can be. #aiascs
remboitage,jd_phd,Directed,5045,,,1.0,RT @JD_PhD: The poster is in the tube. #aiascs https://t.co/4dZjRYQGvK
frantasticx,jd_phd,Directed,5046,,,1.0,RT @JD_PhD: The poster is in the tube. #aiascs https://t.co/4dZjRYQGvK
jd_phd,jd_phd,Directed,5047,,,3.0,And we’re off! #aiascs EWR&gt;YTZ
eidolon_journal,jd_phd,Directed,5048,,,1.0,"RT @M_S_Fontaine: Thoughts from @JD_PhD on the new @eidolon_journal about crisis &amp; culture wars in #Classics. #aiascs ""https://t.co/GqQJeS7…"
m_s_fontaine,jd_phd,Directed,5049,,,2.0,"Thoughts from @JD_PhD on the new @eidolon_journal about crisis &amp; culture wars in #Classics. #aiascs ""… https://t.co/bGk6IjS6fW"
